elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000023, 5.000023, 41568, 5423, 80657.3, 57637, 243702, 411207, 614886, 868865, 0
10.000261, 5.000238, 32920, 8166, 103574.6, 57266, 382498, 545697, 767983, 1267518, 0
15.0001, 4.999839, 32411, 10063, 104839.4, 57077, 394906, 583274, 856785, 1589353, 0
20.000037, 4.999937, 31460, 8477, 107296.9, 56638, 441985, 636700, 951946, 1379042, 0
25.000009, 4.999972, 32023, 7783, 105956.3, 55460, 515289, 765120, 1126950, 1535249, 1
30.000019, 5.00001, 32083, 7783, 106683.9, 56754, 527290, 737604, 1130749, 1818200, 0
35.000032, 5.000013, 31940, 7173, 108004.9, 57216, 436510, 690948, 964205, 1485851, 0
40.000022, 4.99999, 31693, 7990, 107521.3, 58020, 363838, 646499, 900806, 1823936, 0
45.000006, 4.999984, 32688, 7815, 105136.8, 57626, 365843, 599312, 843654, 1156800, 0
50.000012, 5.000006, 31937, 8870, 106355.8, 57137, 401154, 567329, 845694, 1205829, 0
55.000046, 5.000034, 31804, 7508, 107305.9, 56381, 418034, 614593, 895356, 1367400, 0
60.000008, 4.999962, 31750, 9528, 107574.4, 56567, 429957, 657602, 930174, 1367400, 0
65.000092, 5.000084, 32099, 8277, 106433.3, 57103, 420861, 744303, 1018025, 1540839, 0
70.00008, 4.999988, 31850, 8304, 107301.7, 56764, 379904, 870614, 1165478, 1718932, 0
75.000105, 5.000025, 32231, 8686, 106336.0, 56280, 398904, 742695, 1037949, 1782249, 0
80.000086, 4.999981, 32225, 6989, 105943.7, 56254, 421904, 719890, 1070977, 1883450, 0
85.000157, 5.000071, 32318, 8169, 106108.5, 56708, 409088, 669825, 998978, 1499417, 0
90.000135, 4.999978, 32165, 10712, 106258.9, 57188, 409138, 675766, 984620, 1413038, 0
95.000007, 4.999872, 31727, 9936, 106453.5, 56506, 441981, 739458, 1011777, 1457709, 0
100.000022, 5.000015, 32380, 6019, 105671.4, 55579, 471984, 997494, 1263679, 1934344, 0
105.000071, 5.000049, 32077, 6019, 106281.4, 56429, 397955, 987503, 1358632, 2499560, 0
110.000093, 5.000022, 31838, 5703, 107794.0, 56026, 387022, 961236, 1358759, 2095178, 0
115.000063, 4.99997, 31916, 9287, 107406.8, 56291, 391110, 928196, 1380865, 2320129, 0
120.000122, 5.000059, 32174, 6914, 106063.1, 56909, 404532, 836693, 1298450, 1953359, 1
125.000373, 5.000251, 31984, 6528, 106902.7, 56660, 456576, 856485, 1298587, 1923411, 1
130.000032, 4.999659, 32611, 5863, 105162.2, 54932, 490446, 891935, 1260169, 1860813, 0
135.000144, 5.000112, 32317, 9119, 105377.3, 55536, 470859, 881716, 1214286, 1845902, 0
140.000093, 4.999949, 32150, 9103, 105065.6, 55884, 480051, 873473, 1330083, 1804743, 2
145.000131, 5.000038, 31774, 8224, 107785.2, 56947, 443956, 828457, 1416551, 2634578, 0
150.000187, 5.000056, 31764, 9189, 106169.9, 55065, 450414, 918556, 1502195, 2778268, 1
155.00007, 4.999883, 31548, 7759, 108073.2, 54836, 426187, 975813, 1748302, 2921126, 4
160.000244, 5.000174, 31550, 7310, 109037.0, 54938, 457679, 1016072, 1749554, 2803478, 1
165.00001, 4.999766, 32363, 7128, 105815.2, 55624, 444878, 1063244, 1586720, 2939811, 1
170.000028, 5.000018, 31405, 6662, 106837.2, 55336, 427017, 1252828, 1568425, 2969419, 1
175.00004, 5.000012, 31976, 9025, 106519.7, 55826, 384556, 1331349, 1597858, 2962075, 2
180.000229, 5.000189, 32617, 6104, 105412.7, 56318, 397076, 1379426, 1728603, 3082499, 4
185.000263, 5.000034, 32287, 9301, 105148.8, 56588, 372330, 1233517, 1680196, 3217900, 3
190.000074, 4.999811, 31426, 7820, 108157.7, 56657, 361562, 1157311, 1825596, 2769717, 3
195.000024, 4.99995, 31562, 9105, 108599.7, 56541, 357252, 1091166, 1811881, 2704415, 3
200.000113, 5.000089, 32382, 8910, 105888.4, 56396, 320144, 1117025, 1644538, 2625873, 0
205.000129, 5.000016, 32205, 6256, 105790.1, 56952, 314008, 1205031, 1635219, 3100933, 0
210.000401, 5.000272, 32057, 5982, 106090.1, 57098, 321621, 1134842, 1591674, 2689717, 1
215.000052, 4.999651, 31935, 7707, 106765.9, 56754, 346338, 1035262, 1575062, 2181294, 2
220.000036, 4.999984, 32206, 7552, 106830.5, 56862, 381617, 985259, 1537939, 2274735, 0
225.000322, 5.000286, 31564, 5811, 109163.3, 56450, 469702, 922468, 1489325, 2274735, 0
230.00001, 4.999688, 31831, 8778, 107433.4, 56767, 430439, 861916, 1294181, 2012926, 1
235.000017, 5.000007, 30345, 9523, 111839.4, 57123, 423136, 816008, 1301329, 1963308, 0
240.000014, 4.999997, 31683, 9756, 110632.4, 58005, 370918, 688573, 1216735, 1810127, 1
245.00023, 5.000216, 29499, 8946, 111018.5, 57434, 391102, 642246, 986032, 1818221, 0
250.000013, 4.999783, 32386, 8545, 107316.1, 57319, 388269, 629402, 894339, 1400082, 0
255.000024, 5.000011, 31668, 6676, 107543.2, 57678, 391611, 627221, 911627, 1283594, 0
260.000053, 5.000029, 32422, 7801, 104923.3, 57537, 355595, 631111, 894191, 1507399, 0
265.000018, 4.999965, 31666, 6562, 107191.8, 56417, 393174, 807229, 1029918, 1531730, 0
270.000134, 5.000116, 31719, 8513, 107047.2, 56123, 432791, 834413, 1096147, 1840720, 0
275.000258, 5.000124, 30944, 7767, 110100.1, 56583, 472091, 914314, 1178698, 1792338, 0
280.000455, 5.000197, 32067, 6050, 106552.6, 56359, 404007, 833324, 1243802, 2394311, 0
285.000084, 4.999629, 31666, 7449, 107399.6, 56526, 393256, 834562, 1249670, 2289136, 0
290.000018, 4.999934, 31968, 8590, 106616.6, 56359, 393364, 777152, 1286123, 1927557, 0
295.000045, 5.000027, 31542, 6772, 108009.3, 56424, 374023, 850394, 1272362, 2280262, 0
