elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000059, 5.000059, 222858, 12914, 61489.4, 61828, 89088, 103158, 124132, 180156, 0
10.001553, 5.001494, 198813, 12599, 62896.8, 62915, 92144, 107944, 132262, 186305, 0
15.000501, 4.998948, 199939, 12955, 62578.6, 62797, 90547, 104195, 121552, 153714, 0
20.000829, 5.000328, 198730, 12575, 62720.0, 62897, 91300, 105593, 126455, 198810, 0
25.000106, 4.999277, 200220, 13968, 63035.9, 63006, 92655, 108413, 129383, 181356, 0
30.000331, 5.000225, 197821, 11866, 62924.5, 63126, 91137, 105016, 125027, 167051, 0
35.000376, 5.000045, 200092, 13326, 63108.2, 63258, 91776, 106151, 125254, 160104, 0
40.000943, 5.000567, 196073, 12824, 63130.1, 63266, 91618, 106970, 128635, 185358, 0
45.001438, 5.000495, 197779, 13395, 62987.2, 63387, 90292, 104151, 124733, 180012, 0
50.001239, 4.999801, 198993, 14658, 63039.2, 63410, 90404, 103418, 121100, 164519, 0
55.00054, 4.999301, 197661, 7871, 63290.9, 63586, 91500, 105596, 126602, 191952, 0
60.000119, 4.999579, 197573, 13208, 63222.4, 63612, 90604, 103080, 120017, 162684, 0
65.001219, 5.0011, 197915, 12016, 63374.2, 63776, 90603, 103716, 125187, 195638, 0
70.001726, 5.000507, 196195, 8616, 63503.1, 63992, 90078, 101898, 117712, 154288, 0
75.000493, 4.998767, 198119, 13161, 63386.8, 63954, 89971, 102108, 117813, 158859, 0
80.000203, 4.99971, 196501, 13480, 63518.7, 64106, 90238, 101607, 116749, 162526, 0
85.001794, 5.001591, 196735, 13281, 63520.2, 64005, 90372, 103014, 120664, 178608, 0
90.000324, 4.99853, 196197, 14275, 63374.4, 63964, 89498, 101090, 115960, 146861, 0
95.000129, 4.999805, 197379, 13254, 63451.5, 64025, 89971, 101924, 117025, 156775, 0
100.000728, 5.000599, 196802, 14077, 63419.2, 64002, 89693, 102000, 118294, 152295, 0
105.000041, 4.999313, 197300, 13402, 63430.4, 63961, 89994, 102368, 121128, 168709, 0
110.002525, 5.002484, 196784, 12717, 63378.7, 63742, 90817, 103455, 120534, 154439, 0
115.000016, 4.997491, 198639, 12417, 63262.4, 63589, 91014, 104338, 122404, 163990, 0
120.00002, 5.000004, 197904, 13774, 63100.1, 63432, 90953, 103222, 118918, 155155, 0
125.000119, 5.000099, 197878, 12641, 63141.3, 63432, 90970, 104078, 122575, 169219, 0
130.000265, 5.000146, 198680, 14634, 63085.1, 63405, 90337, 103419, 120219, 150937, 0
135.000012, 4.999747, 198648, 13661, 63050.4, 63432, 90376, 103089, 119546, 158043, 0
140.000424, 5.000412, 197230, 13307, 63267.1, 63429, 91815, 106609, 127210, 169623, 0
145.000469, 5.000045, 199300, 13226, 63026.5, 63374, 90739, 104297, 123213, 182458, 0
150.000358, 4.999889, 199983, 13994, 63069.3, 63322, 90994, 105141, 123945, 187401, 0
