elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000015, 5.000015, 1481, 14869, 58865.9, 58971, 86477, 102721, 120178, 124472, 2924
10.000101, 5.000086, 1877, 10943, 57548.2, 58184, 81069, 91199, 98778, 101206, 3052
15.000009, 4.999908, 2045, 14274, 58125.5, 58777, 80970, 89519, 105244, 109487, 3079
20.000013, 5.000004, 2098, 13732, 57487.1, 58812, 79957, 87221, 100415, 110059, 3004
25.000058, 5.000045, 2176, 12037, 57072.6, 57513, 80180, 90188, 105737, 117296, 3032
30.000019, 4.999961, 2106, 10823, 57868.2, 58355, 80135, 89137, 99795, 117296, 3043
35.000034, 5.000015, 2078, 12875, 57851.5, 58543, 80273, 89833, 96810, 97913, 2931
40.000035, 5.000001, 2096, 12209, 57319.3, 57924, 79966, 89973, 100234, 109350, 3107
45.000048, 5.000013, 2049, 13250, 57490.9, 58322, 79856, 89094, 105098, 106402, 3013
50.000066, 5.000018, 2192, 12000, 57431.8, 58039, 80231, 88576, 109146, 116866, 2990
55.000024, 4.999958, 2192, 13464, 57472.5, 58307, 80060, 89924, 97935, 120221, 2938
60.000015, 4.999991, 2159, 12378, 58255.4, 59232, 80591, 90289, 105115, 110115, 2957
65.000101, 5.000086, 2232, 10786, 57320.0, 57988, 80747, 92503, 105115, 117102, 3108
70.000032, 4.999931, 2238, 11806, 57782.4, 58891, 79708, 89961, 98398, 100766, 3041
75.000131, 5.000099, 2140, 11641, 57555.3, 58525, 79192, 89568, 105048, 113372, 3033
80.000026, 4.999895, 2247, 11641, 57195.0, 58061, 80194, 91084, 99930, 112250, 2925
85.000437, 5.000411, 2155, 12038, 57561.4, 58406, 81298, 90715, 103710, 106971, 3029
90.00017, 4.999733, 2158, 10949, 57155.3, 57224, 79988, 91025, 103748, 107700, 2908
95.000035, 4.999865, 2077, 12664, 57700.3, 58263, 80229, 89719, 101127, 104376, 3028
100.000035, 5.0, 2114, 11311, 57404.5, 58340, 80173, 89048, 99409, 107632, 3030
105.000017, 4.999982, 2137, 11676, 57577.3, 58122, 79655, 89896, 102636, 111398, 2960
110.000176, 5.000159, 2112, 12046, 58029.6, 58795, 80683, 90680, 109264, 111797, 2990
115.000284, 5.000108, 2193, 11091, 57834.0, 58583, 80475, 89123, 101569, 107633, 2970
120.000106, 4.999822, 2155, 12857, 58013.4, 58415, 82065, 91877, 103827, 117571, 2908
125.000117, 5.000011, 2243, 11997, 57646.6, 58486, 79814, 89021, 102695, 103212, 2999
130.000021, 4.999904, 2210, 12608, 57037.1, 57901, 78736, 88752, 101650, 108236, 2938
135.00006, 5.000039, 2296, 12561, 57782.6, 58740, 79945, 90439, 105305, 127190, 2971
140.00003, 4.99997, 2276, 12214, 57464.2, 58279, 79678, 90819, 105131, 121941, 3053
145.000018, 4.999988, 2288, 9512, 58120.5, 58939, 81378, 91245, 99900, 105931, 2957
150.000054, 5.000036, 2215, 12495, 57427.7, 58483, 80133, 89275, 104029, 106248, 2981
155.000009, 4.999955, 2171, 12085, 57860.0, 58876, 79993, 89666, 103629, 119782, 2930
160.000192, 5.000183, 2141, 13720, 58543.4, 59846, 80809, 91201, 102545, 142435, 2963
165.000102, 4.99991, 2078, 12641, 58959.2, 59536, 84260, 101675, 153335, 182311, 2756
170.00016, 5.000058, 2136, 12512, 57380.6, 58243, 80448, 90762, 107470, 121943, 2979
175.000471, 5.000311, 2192, 14316, 57518.8, 58495, 80159, 88577, 102373, 108714, 3044
180.000057, 4.999586, 2172, 11796, 57282.7, 58019, 80195, 89427, 106143, 109587, 2853
185.000015, 4.999958, 2125, 14149, 57579.6, 57857, 80191, 90134, 102805, 107871, 2982
190.000043, 5.000028, 2122, 14070, 57706.0, 58778, 80247, 90642, 100642, 109227, 3000
195.000291, 5.000248, 2154, 12832, 57818.5, 58334, 80283, 89389, 101583, 106234, 3015
200.000026, 4.999735, 2132, 12307, 57754.6, 57947, 80982, 90318, 106234, 120347, 2968
205.000376, 5.00035, 2094, 12515, 57822.5, 58704, 80193, 88738, 101627, 105480, 2941
210.000141, 4.999765, 2194, 14402, 57185.8, 58089, 79395, 90260, 106969, 110149, 2986
215.0002, 5.000059, 2040, 13619, 58356.0, 58915, 80914, 91149, 103036, 106969, 2913
220.00012, 4.99992, 2224, 9346, 57973.8, 58649, 80964, 90516, 104747, 110785, 2938
225.000026, 4.999906, 2084, 12071, 57390.6, 58470, 81062, 91302, 107360, 120282, 2907
230.000011, 4.999985, 2096, 14524, 58526.1, 58994, 82420, 92864, 106523, 115668, 2878
235.000056, 5.000045, 2152, 10713, 58612.7, 59147, 82552, 94390, 108102, 113704, 2868
240.001038, 5.000982, 2202, 13928, 60027.0, 61085, 84748, 95980, 106553, 108712, 2731
245.000023, 4.998985, 2144, 8388, 59583.0, 60355, 84291, 94706, 106573, 129734, 2775
250.000208, 5.000185, 2154, 12715, 59105.7, 60046, 82777, 94767, 107661, 118263, 2810
255.000157, 4.999949, 2089, 12207, 59310.5, 59792, 83964, 94991, 121591, 139748, 2792
260.000042, 4.999885, 2199, 13285, 59581.3, 60217, 84569, 96057, 110537, 125979, 2804
265.00001, 4.999968, 2248, 12793, 59144.3, 59513, 84713, 95066, 106685, 117188, 2794
270.00026, 5.00025, 2151, 11975, 59080.8, 59109, 84169, 95269, 108746, 127020, 2795
275.000139, 4.999879, 2085, 11975, 59692.2, 60027, 85944, 98303, 120263, 124694, 2778
280.000011, 4.999872, 2127, 12398, 59236.2, 59775, 84017, 97632, 120890, 139199, 2725
285.000032, 5.000021, 2198, 13011, 58414.2, 58669, 81832, 93020, 111823, 115773, 3001
290.000069, 5.000037, 2227, 13184, 57965.8, 58392, 80458, 90228, 107599, 114733, 2996
295.000025, 4.999956, 2140, 13213, 57405.3, 58177, 80487, 88883, 104858, 114733, 2945
300.000135, 5.00011, 2191, 7441, 57711.4, 58833, 80599, 90010, 101583, 105892, 2961
301.032871, 1.032736, 413, 7441, 57412.8, 58458, 80096, 90679, 101192, 105892, 591
